Player Id,Year,Receiving TDs,Receiving Yards,Receptions,Fumbles,Team
2530598,2013,0,8,1,0,GB
2540154,2016,0,63,6,0,SD
2540154,2015,4,725,67,0,SD
2540154,2014,4,783,77,1,SD
2540154,2013,8,1046,71,1,SD
2541388,2016,3,219,16,0,DAL
2541388,2015,0,258,12,0,DAL
2541388,2014,2,280,21,0,LV
2541388,2013,0,103,9,0,LV
2555465,2016,1,53,6,0,PIT
2534437,2015,0,30,5,0,NO
2534437,2014,1,15,2,0,NO
2539326,2013,0,30,4,0,GB
2540171,2015,0,86,10,0,DAL
2540171,2014,0,23,4,0,DAL
2540171,2013,0,61,8,0,DAL
2495234,2016,0,23,5,0,TB
2495234,2015,1,61,9,0,TB
2495234,2014,0,41,7,0,TB
2536532,2015,0,13,2,0,TB
2536532,2014,0,3,1,0,TB
2556612,2016,2,140,9,0,SEA
2552471,2016,1,312,50,0,JAX
2552471,2015,1,279,36,0,JAX
2553318,2016,0,-1,2,0,KC
2553318,2015,0,87,6,0,KC
2537933,2016,1,92,15,1,NYG
2537933,2015,2,223,29,0,NYG
2537933,2014,6,623,63,4,NYG
2537933,2013,0,31,3,0,NYG
2556214,2016,6,593,61,1,KC
2552636,2016,0,0,0,0,DET
2552636,2015,1,39,6,0,DET
497326,2016,4,1077,91,1,DET
497326,2015,6,813,90,1,DET
497326,2014,4,1331,99,1,DET
497326,2013,5,898,64,1,SEA
222,2016,0,210,15,0,TEN
222,2015,2,411,36,0,TEN
222,2014,2,556,51,0,ATL
222,2013,2,1067,85,2,ATL
2553432,2016,0,187,19,0,CHI
2553439,2016,0,25,3,0,SF
2553439,2015,0,38,7,0,SF
2505310,2014,0,0,0,0,SF
2505310,2013,0,17,1,0,SF
2504531,2013,0,-2,0,0,PHI
2556454,2016,0,20,2,0,NYJ
497246,2015,3,76,11,1,NO
497246,2014,0,44,3,0,NE
497246,2013,1,136,12,0,NE
2556463,2016,1,93,11,0,HOU
2550163,2016,0,0,0,0,BAL
2550163,2015,0,35,5,0,BAL
2550163,2014,1,102,7,0,BAL
2495189,2016,3,667,64,1,SF
2495189,2015,2,152,16,0,NYJ
2495189,2014,1,409,38,0,NYJ
2495189,2013,3,523,43,0,NYJ
2552401,2016,0,6,1,0,CHI
2552401,2016,0,7,1,0,MIN
2552401,2015,0,89,10,0,MIN
2550272,2016,2,279,31,0,KC
2550272,2015,2,451,35,0,KC
2550272,2014,0,260,16,0,KC
2495473,2016,0,94,11,1,NYG
2495473,2015,4,494,59,1,NYG
2495473,2014,3,447,52,0,NE
2495473,2013,3,427,47,0,NE
2539936,2013,0,46,8,0,HOU
2540211,2016,1,30,4,0,DAL
2540211,2015,1,64,8,1,DAL
2540211,2014,4,105,9,0,DAL
2540211,2013,2,134,9,0,DAL
2508137,2013,0,30,6,1,GB
2495441,2016,0,-16,1,0,SF
2541768,2015,2,77,9,0,DET
2541768,2014,6,259,26,0,NE
2541768,2013,5,571,54,0,TB
2539335,2014,0,0,0,0,NYJ
2539335,2013,0,13,1,0,NYJ
2495504,2013,0,54,6,0,ARI
2543746,2016,0,41,3,0,TB
2543746,2016,1,72,13,0,PHI
2543746,2015,3,312,27,0,PHI
2543746,2014,0,98,8,1,PHI
2555461,2016,0,55,6,0,PHI
2553434,2016,0,20,1,0,NYJ
2553434,2015,1,115,9,0,NYJ
2555473,2016,0,205,18,1,CLE
2552402,2016,0,44,6,0,BAL
2552402,2015,0,153,18,0,BAL
2556606,2016,2,162,14,1,NYJ
2539256,2015,0,141,13,0,NE
2539256,2014,0,38,3,0,NE
2539256,2013,4,519,37,1,NE
2550656,2016,8,660,57,1,TB
2550656,2015,3,288,23,0,TB
2550656,2014,0,17,1,0,TB
2553467,2016,0,36,3,0,IND
2543801,2016,0,3,1,0,NE
2507999,2016,0,186,20,0,JAX
2507999,2015,1,217,30,1,NYJ
2507999,2014,1,123,18,0,NYJ
2507999,2013,0,10,2,0,NYJ
2535943,2016,0,25,2,0,SD
2535943,2013,2,302,26,0,KC
2555220,2016,0,83,4,0,SD
2507278,2014,0,28,5,0,TEN
2507278,2013,0,36,4,0,TEN
79555,2016,0,78,6,0,MIA
79555,2015,2,227,22,0,HOU
79555,2014,5,327,38,0,HOU
79555,2013,1,183,22,0,HOU
2495267,2016,1,60,8,0,MIA
2495267,2015,3,386,35,1,MIA
2495267,2014,2,424,24,0,CLE
2495267,2013,7,917,80,1,CLE
2550599,2015,0,10,1,0,CAR
2495448,2016,4,610,60,0,GB
2495448,2015,6,829,79,0,GB
2495448,2014,12,1287,91,1,GB
2495448,2013,4,433,31,0,GB
2543466,2016,1,711,61,0,DET
2543466,2015,5,537,47,0,DET
2543466,2014,1,248,25,0,DET
2495471,2016,0,98,13,0,TB
2495471,2015,0,10,1,0,CHI
2495471,2014,1,173,29,0,ATL
2495471,2013,2,341,52,1,ATL
2506363,2015,0,0,0,0,GB
497254,2016,2,729,86,1,BAL
497254,2014,0,125,16,0,BAL
497254,2013,1,169,20,0,BAL
2533436,2016,0,-14,1,0,HOU
80672,2015,0,54,7,0,NYG
80672,2014,4,405,38,0,IND
80672,2013,0,896,56,0,NYG
2495459,2016,3,267,20,0,SF
2495459,2015,4,663,33,0,SF
2495459,2014,11,767,49,0,BAL
2495459,2013,4,1128,65,1,BAL
