Player Id,Year,Team,Side
2495486,2013,NE,Defense
2534889,2013,NYJ,Offense
2539280,2013,BAL,Defense
2540200,2013,MIA,Offense
1037852,2013,LA,Defense
786,2013,LV,Defense
4485,2013,GB,Offense
2495343,2013,CLE,Defense
2507673,2013,SF,Defense
4487,2013,NE,Offense
81871,2013,CHI,Offense
2540288,2013,DET,Defense
2495487,2013,SF,Defense
2506340,2013,KC,Offense
71465,2013,CIN,Offense
89798,2013,ATL,Offense
2505988,2013,HOU,Defense
2506029,2013,BAL,Defense
2507701,2013,GB,Offense
2539335,2013,NYJ,Offense
2532948,2013,MIN,Defense
2508107,2013,BAL,Defense
2495347,2013,BUF,Offense
2499278,2013,SEA,Defense
2507783,2013,KC,Defense
2504595,2013,CAR,Offense
2495459,2013,BAL,Offense
2495435,2013,DAL,Offense
2495232,2013,NE,Offense
2507195,2013,MIA,Defense
2535866,2013,ARI,Offense
2540201,2013,TB,Defense
496953,2013,NE,Defense
497204,2013,BUF,Offense
2506467,2013,NO,Offense
2540003,2013,PHI,Defense
2539266,2013,TEN,Defense
79860,2013,DET,Offense
2495746,2013,SF,Offense
2535867,2013,DET,Defense
2495748,2013,ARI,Offense
497206,2013,GB,Offense
2532993,2013,KC,Offense
494307,2013,LA,Defense
949,2013,CAR,Offense
2532954,2013,CIN,Defense
2540202,2013,NO,Offense
2495234,2013,TB,Offense
2539283,2013,GB,Offense
2535869,2013,LV,Offense
2506974,2013,NO,Offense
494309,2013,SD,Defense
2533459,2013,JAX,Defense
2533459,2013,SF,Defense
2505660,2013,BAL,Defense
496861,2013,DET,Defense
2507491,2013,MIN,Offense
2535535,2013,HOU,Offense
2539943,2013,HOU,Defense
2533342,2013,SEA,Offense
1302,2013,NE,Defense
324,2013,DEN,Offense
2534741,2013,TB,Defense
2532956,2013,MIA,Offense
2534870,2013,CLE,Offense
2506899,2013,WAS,Defense
497208,2013,HOU,Offense
81306,2013,CIN,Offense
497326,2013,SEA,Offense
2539304,2013,DET,Defense
2539932,2013,MIA,Defense
2530738,2013,JAX,Offense
2541898,2013,GB,Offense
2508106,2013,CLE,Defense
2539315,2013,ARI,Offense
2495240,2013,BAL,Offense
2539277,2013,SD,Defense
